index	symbol	source_file	line_no	raw
654	GXMpal240Ds	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11633	GXMpal240Ds = .data:0x8016A00C; // type:object size:0x3C scope:global
655	GXMpal240DsAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11634	GXMpal240DsAa = .data:0x8016A048; // type:object size:0x3C scope:global
656	GXMpal240Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11635	GXMpal240Int = .data:0x8016A084; // type:object size:0x3C scope:global
657	GXMpal240IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11636	GXMpal240IntAa = .data:0x8016A0C0; // type:object size:0x3C scope:global
658	GXMpal480IntDf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11637	GXMpal480IntDf = .data:0x8016A0FC; // type:object size:0x3C scope:global
659	GXMpal480Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11638	GXMpal480Int = .data:0x8016A138; // type:object size:0x3C scope:global
660	GXMpal480IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11639	GXMpal480IntAa = .data:0x8016A174; // type:object size:0x3C scope:global
661	GXPal264Ds	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11640	GXPal264Ds = .data:0x8016A1B0; // type:object size:0x3C scope:global
662	GXPal264DsAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11641	GXPal264DsAa = .data:0x8016A1EC; // type:object size:0x3C scope:global
663	GXPal264Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11642	GXPal264Int = .data:0x8016A228; // type:object size:0x3C scope:global
664	GXPal264IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11643	GXPal264IntAa = .data:0x8016A264; // type:object size:0x3C scope:global
665	GXPal528IntDf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11644	GXPal528IntDf = .data:0x8016A2A0; // type:object size:0x3C scope:global
666	GXPal528Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11645	GXPal528Int = .data:0x8016A2DC; // type:object size:0x3C scope:global
667	GXPal524IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11646	GXPal524IntAa = .data:0x8016A318; // type:object size:0x3C scope:global
668	GXEurgb60Hz240Ds	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11647	GXEurgb60Hz240Ds = .data:0x8016A354; // type:object size:0x3C scope:global
669	GXEurgb60Hz240DsAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11648	GXEurgb60Hz240DsAa = .data:0x8016A390; // type:object size:0x3C scope:global
670	GXEurgb60Hz240Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11649	GXEurgb60Hz240Int = .data:0x8016A3CC; // type:object size:0x3C scope:global
671	GXEurgb60Hz240IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11650	GXEurgb60Hz240IntAa = .data:0x8016A408; // type:object size:0x3C scope:global
672	GXEurgb60Hz480IntDf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11651	GXEurgb60Hz480IntDf = .data:0x8016A444; // type:object size:0x3C scope:global
673	GXEurgb60Hz480Int	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11652	GXEurgb60Hz480Int = .data:0x8016A480; // type:object size:0x3C scope:global
674	GXEurgb60Hz480IntAa	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11653	GXEurgb60Hz480IntAa = .data:0x8016A4BC; // type:object size:0x3C scope:global
675	GXRmHW	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11654	GXRmHW = .data:0x8016A4F8; // type:object size:0x3C scope:global
676	__bss_start	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11702	__bss_start = .bss:0x8016BB20; // type:object size:0xC scope:global align:4 data:float
677	string.199	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11773	string.199 = .bss:0x8020E698; // type:object size:0x80 scope:local
678	memfiles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11789	memfiles = .bss:0x802140C8; // type:object size:0x190 scope:local data:4byte
679	__AMZeroBuffer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11802	__AMZeroBuffer = .bss:0x80214B80; // type:object size:0x100 scope:local data:4byte
680	__AMStackPointer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11803	__AMStackPointer = .bss:0x80214C80; // type:object size:0x10 scope:local data:4byte
681	__AMReadInfo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11804	__AMReadInfo = .bss:0x80214C90; // type:object size:0x200 scope:local
682	__block_for_run_callback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11805	__block_for_run_callback = .bss:0x80214EA0; // type:object size:0x30 scope:local
683	__block_for_prep_callback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11806	__block_for_prep_callback = .bss:0x80214ED0; // type:object size:0x30 scope:local
684	__block_for_stream_status	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11807	__block_for_stream_status = .bss:0x80214F00; // type:object size:0x30 scope:local
685	__block_for_ais_isr	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11808	__block_for_ais_isr = .bss:0x80214F30; // type:object size:0x30 scope:local
686	__block_for_flushtracks	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11809	__block_for_flushtracks = .bss:0x80214F60; // type:object size:0x30 scope:local
687	__block_for_repeatmode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11810	__block_for_repeatmode = .bss:0x80214F90; // type:object size:0x30 scope:local
688	__block_for_set_state	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11811	__block_for_set_state = .bss:0x80214FC0; // type:object size:0x30 scope:local
689	__block_for_next_track	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11812	__block_for_next_track = .bss:0x80214FF0; // type:object size:0x30 scope:local
690	__block_for_prev_track	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11813	__block_for_prev_track = .bss:0x80215020; // type:object size:0x30 scope:local
691	__MIXChannel	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11814	__MIXChannel = .bss:0x80215050; // type:object size:0x1600 scope:local
692	str.22	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11822	str.22 = .bss:0x80218E68; // type:object size:0x80 scope:local
693	__OSErrorTable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11823	__OSErrorTable = .bss:0x80218EE8; // type:object size:0x40 scope:global
694	__AXStackHead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11858	__AXStackHead = .bss:0x8021ADA0; // type:object size:0x80 scope:local data:4byte
695	__AXStackTail	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11860	__AXStackTail = .bss:0x8021AE20; // type:object size:0x80 scope:local data:4byte
696	__AXBufferAuxA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11861	__AXBufferAuxA = .bss:0x8021AEA0; // type:object size:0x1680 scope:local data:4byte
697	__AXBufferAuxB	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11863	__AXBufferAuxB = .bss:0x8021C520; // type:object size:0x1680 scope:local data:4byte
698	__AXCommandList	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11864	__AXCommandList = .bss:0x8021DBA0; // type:object size:0x600 scope:local
699	__AXOutBuffer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11865	__AXOutBuffer = .bss:0x8021E1A0; // type:object size:0x500 scope:local data:4byte
700	__AXOutSBuffer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11867	__AXOutSBuffer = .bss:0x8021E6A0; // type:object size:0x280 scope:local
701	__AXLocalProfile	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11868	__AXLocalProfile = .bss:0x8021E920; // type:object size:0x38 scope:global
702	__AXStudio	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11871	__AXStudio = .bss:0x802229C0; // type:object size:0x36 scope:local
703	__AXPB	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11873	__AXPB = .bss:0x80222A00; // type:object size:0x3000 scope:local data:2byte
704	__AXITD	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11875	__AXITD = .bss:0x80225A00; // type:object size:0x1000 scope:local
705	__AXUpdates	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11876	__AXUpdates = .bss:0x80226A00; // type:object size:0x4000 scope:local
706	__AXVPB	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11877	__AXVPB = .bss:0x8022AA00; // type:object size:0x7E00 scope:local
707	__CARDBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11879	__CARDBlock = .bss:0x80232800; // type:object size:0x220 scope:global data:4byte
708	__CARDDiskNone	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11880	__CARDDiskNone = .bss:0x80232A20; // type:object size:0x20 scope:global
709	__GBA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11898	__GBA = .bss:0x802333A0; // type:object size:0x400 scope:global
710	AITab	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	11899	AITab = .bss:0x802337A0; // type:object size:0x3000 scope:global data:byte
711	freechunkcontrols	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12128	freechunkcontrols = .bss:0x80355788; // type:object size:0x800 scope:global
712	freedebchunks	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12130	freedebchunks = .bss:0x80356008; // type:object size:0x400 scope:global data:4byte
713	freedebkeys	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12131	freedebkeys = .bss:0x80356408; // type:object size:0x200 scope:global
714	SIDECAMDISTANCE	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12273	SIDECAMDISTANCE = .sdata:0x803D22A8; // type:object size:0x4 scope:global align:4 data:float
715	AIVISRANGE	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12334	AIVISRANGE = .sdata:0x803D239C; // type:object size:0x4 scope:global align:4 data:float
716	memtest_done	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12467	memtest_done = .sdata:0x803D25B8; // type:object size:0x4 scope:global data:4byte
717	memcard_in	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12556	memcard_in = .sdata:0x803D271C; // type:object size:0x4 scope:global
718	memcard_formatted	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12557	memcard_formatted = .sdata:0x803D2720; // type:object size:0x4 scope:global
719	memcard_gamesavailable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12558	memcard_gamesavailable = .sdata:0x803D2724; // type:object size:0x4 scope:global data:4byte
720	memcard_loadattempted	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12559	memcard_loadattempted = .sdata:0x803D2728; // type:object size:0x4 scope:global data:4byte
721	memcard_loadcompleted	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12560	memcard_loadcompleted = .sdata:0x803D272C; // type:object size:0x4 scope:global data:4byte
722	memcard_saveneeded	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12561	memcard_saveneeded = .sdata:0x803D2730; // type:object size:0x4 scope:global data:4byte
723	memcard_savestarted	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12562	memcard_savestarted = .sdata:0x803D2734; // type:object size:0x4 scope:global data:4byte
724	memcard_deleteneeded	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12563	memcard_deleteneeded = .sdata:0x803D2738; // type:object size:0x4 scope:global data:4byte
725	memcard_deletestarted	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12564	memcard_deletestarted = .sdata:0x803D273C; // type:object size:0x4 scope:global data:4byte
726	memcard_formatme	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12565	memcard_formatme = .sdata:0x803D2740; // type:object size:0x4 scope:global data:4byte
727	memcard_formatting	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12566	memcard_formatting = .sdata:0x803D2744; // type:object size:0x4 scope:global data:4byte
728	memcard_loadmessage_delay	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12567	memcard_loadmessage_delay = .sdata:0x803D2748; // type:object size:0x4 scope:global data:4byte
729	memcard_savemessage_delay	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12568	memcard_savemessage_delay = .sdata:0x803D274C; // type:object size:0x4 scope:global data:4byte
730	memcard_formatmessage_delay	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12569	memcard_formatmessage_delay = .sdata:0x803D2750; // type:object size:0x4 scope:global data:4byte
731	memcard_loadresult_delay	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12570	memcard_loadresult_delay = .sdata:0x803D2754; // type:object size:0x4 scope:global data:4byte
732	memcard_saveresult_delay	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12571	memcard_saveresult_delay = .sdata:0x803D2758; // type:object size:0x4 scope:global data:4byte
733	memdump_enabled	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12584	memdump_enabled = .sdata:0x803D278C; // type:object size:0x1 scope:global
734	SINKENGINEVOL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12896	SINKENGINEVOL = .sdata:0x803D2C90; // type:object size:0x4 scope:global
735	SINKTORPVOL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12964	SINKTORPVOL = .sdata:0x803D2DA0; // type:object size:0x4 scope:global data:4byte
736	SINKTORPPITCH	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	12965	SINKTORPPITCH = .sdata:0x803D2DA4; // type:object size:0x4 scope:global data:4byte
737	freelight	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13157	freelight = .sdata:0x803D30B0; // type:object size:0x4 scope:local data:4byte
738	memexternal	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13232	memexternal = .sdata:0x803D31DC; // type:object size:0x4 scope:local data:4byte
739	malloced	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13235	malloced = .sdata:0x803D31E8; // type:object size:0x4 scope:global data:4byte
740	GX_Black	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13320	GX_Black = .sdata:0x803D3358; // type:object size:0x4 scope:global
741	GX_White	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13321	GX_White = .sdata:0x803D335C; // type:object size:0x4 scope:global data:4byte
742	GX_Grey	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13322	GX_Grey = .sdata:0x803D3360; // type:object size:0x4 scope:global
743	GXWhite	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13337	GXWhite = .sdata:0x803D33A0; // type:object size:0x4 scope:local data:4byte
744	__AMPendingReads	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13353	__AMPendingReads = .sdata:0x803D33E8; // type:object size:0x4 scope:local data:4byte
745	malloctotalram	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13403	malloctotalram = .sdata:0x803D34CC; // type:object size:0x4 scope:global data:4byte
746	__mb_cur_max	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13525	__mb_cur_max = .sdata:0x803D3888; // type:object size:0x4 scope:global data:4byte
747	__OSCurrHeap	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13532	__OSCurrHeap = .sdata:0x803D38B0; // type:object size:0x4 scope:global data:4byte
748	__OSArenaLo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13533	__OSArenaLo = .sdata:0x803D38B8; // type:object size:0x4 scope:local data:4byte
749	__CARDVendorID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13561	__CARDVendorID = .sdata:0x803D3970; // type:object size:0x2 scope:global data:2byte
750	GXTexMode0Ids	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13566	GXTexMode0Ids = .sdata:0x803D3990; // type:object size:0x8 scope:global
751	GXTexMode1Ids	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13567	GXTexMode1Ids = .sdata:0x803D3998; // type:object size:0x8 scope:global
752	GXTexImage0Ids	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13568	GXTexImage0Ids = .sdata:0x803D39A0; // type:object size:0x8 scope:global
753	GXTexImage1Ids	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13569	GXTexImage1Ids = .sdata:0x803D39A8; // type:object size:0x8 scope:global
754	GXTexImage2Ids	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13570	GXTexImage2Ids = .sdata:0x803D39B0; // type:object size:0x8 scope:global
755	GXTexImage3Ids	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13571	GXTexImage3Ids = .sdata:0x803D39B8; // type:object size:0x8 scope:global
756	GXTexTlutIds	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13572	GXTexTlutIds = .sdata:0x803D39C0; // type:object size:0x8 scope:global
757	GX2HWFiltConv	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13573	GX2HWFiltConv = .sdata:0x803D39C8; // type:object size:0x6 scope:global
758	__sbss_start	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13661	__sbss_start = .sbss:0x803D3BE0; // type:object size:0x4 scope:global data:4byte
759	memext	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13762	memext = .sbss:0x803D3D58; // type:object size:0x8 scope:local data:4byte
760	__AMStackLocation	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13814	__AMStackLocation = .sbss:0x803D3E20; // type:object size:0x4 scope:local data:4byte
761	__AMFreeBytes	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13815	__AMFreeBytes = .sbss:0x803D3E24; // type:object size:0x4 scope:local data:4byte
762	__DTKCurrentTrack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13816	__DTKCurrentTrack = .sbss:0x803D3E28; // type:object size:0x4 scope:local data:4byte
763	__DTKPlayListHead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13817	__DTKPlayListHead = .sbss:0x803D3E2C; // type:object size:0x4 scope:local data:4byte
764	__DTKPlayListTail	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13818	__DTKPlayListTail = .sbss:0x803D3E30; // type:object size:0x4 scope:local data:4byte
765	__DTKState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13819	__DTKState = .sbss:0x803D3E34; // type:object size:0x4 scope:local data:4byte
766	__DTKTempState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13820	__DTKTempState = .sbss:0x803D3E38; // type:object size:0x4 scope:local
767	__DTKRepeatMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13821	__DTKRepeatMode = .sbss:0x803D3E3C; // type:object size:0x4 scope:local data:4byte
768	__DTKPosition	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13822	__DTKPosition = .sbss:0x803D3E40; // type:object size:0x4 scope:local data:4byte
769	__DTKInterruptFrequency	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13823	__DTKInterruptFrequency = .sbss:0x803D3E44; // type:object size:0x4 scope:local data:4byte
770	__DTKVolumeL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13824	__DTKVolumeL = .sbss:0x803D3E48; // type:object size:0x1 scope:local data:byte
771	__DTKVolumeR	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13825	__DTKVolumeR = .sbss:0x803D3E49; // type:object size:0x1 scope:local data:byte
772	__DTKShutdownFlag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13826	__DTKShutdownFlag = .sbss:0x803D3E4C; // type:object size:0x4 scope:local data:4byte
773	__DTKTrackEnded	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13827	__DTKTrackEnded = .sbss:0x803D3E50; // type:object size:0x4 scope:local data:4byte
774	__DTKFlushCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13828	__DTKFlushCallback = .sbss:0x803D3E54; // type:object size:0x4 scope:local data:4byte
775	__MIXDvdStreamAttenCurrent	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13829	__MIXDvdStreamAttenCurrent = .sbss:0x803D3E58; // type:object size:0x4 scope:local data:4byte
776	__MIXDvdStreamAttenUser	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13830	__MIXDvdStreamAttenUser = .sbss:0x803D3E5C; // type:object size:0x4 scope:local data:4byte
777	__MIXSoundMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13831	__MIXSoundMode = .sbss:0x803D3E60; // type:object size:0x4 scope:local data:4byte
778	OSExceptionTable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13856	OSExceptionTable = .sbss:0x803D3EF4; // type:object size:0x4 scope:local data:4byte
779	__OSInIPL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13857	__OSInIPL = .sbss:0x803D3EF8; // type:object size:0x4 scope:global data:4byte
780	__OSStartTime	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13858	__OSStartTime = .sbss:0x803D3F00; // type:object size:0x8 scope:global data:4byte
781	__OSArenaHi	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13864	__OSArenaHi = .sbss:0x803D3F20; // type:object size:0x4 scope:local data:4byte
782	__OSLastInterruptSrr0	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13866	__OSLastInterruptSrr0 = .sbss:0x803D3F2C; // type:object size:0x4 scope:global data:4byte
783	__OSLastInterrupt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13867	__OSLastInterrupt = .sbss:0x803D3F30; // type:object size:0x2 scope:global data:2byte
784	__OSLastInterruptTime	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13868	__OSLastInterruptTime = .sbss:0x803D3F38; // type:object size:0x8 scope:global data:4byte
785	__DBInterface	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13881	__DBInterface = .sbss:0x803D3F88; // type:object size:0x4 scope:global data:4byte
786	__DVDLongFileNameFlag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13888	__DVDLongFileNameFlag = .sbss:0x803D3FA4; // type:object size:0x4 scope:global data:4byte
787	__DVDThreadQueue	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13889	__DVDThreadQueue = .sbss:0x803D3FA8; // type:object size:0x8 scope:global
788	DVDInitialized	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13909	DVDInitialized = .sbss:0x803D3FFC; // type:object size:0x4 scope:local data:4byte
789	__PADSpec	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13954	__PADSpec = .sbss:0x803D40D8; // type:object size:0x4 scope:global data:4byte
790	__AIS_Callback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13955	__AIS_Callback = .sbss:0x803D40E0; // type:object size:0x4 scope:local data:4byte
791	__AID_Callback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13956	__AID_Callback = .sbss:0x803D40E4; // type:object size:0x4 scope:local data:4byte
792	__CallbackStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13957	__CallbackStack = .sbss:0x803D40E8; // type:object size:0x4 scope:local data:4byte
793	__OldStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13958	__OldStack = .sbss:0x803D40EC; // type:object size:0x4 scope:local data:4byte
794	__AI_init_flag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13959	__AI_init_flag = .sbss:0x803D40F0; // type:object size:0x4 scope:local data:4byte
795	__ai_src_time_end	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13965	__ai_src_time_end = .sbss:0x803D4120; // type:object size:0x8 scope:global
796	__ai_src_time_start	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13966	__ai_src_time_start = .sbss:0x803D4128; // type:object size:0x8 scope:global
797	__AR_Callback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13967	__AR_Callback = .sbss:0x803D4130; // type:object size:0x4 scope:local data:4byte
798	__AR_Size	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13968	__AR_Size = .sbss:0x803D4134; // type:object size:0x4 scope:local data:4byte
799	__AR_InternalSize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13969	__AR_InternalSize = .sbss:0x803D4138; // type:object size:0x4 scope:local data:4byte
800	__AR_ExpansionSize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13970	__AR_ExpansionSize = .sbss:0x803D413C; // type:object size:0x4 scope:local data:4byte
801	__AR_StackPointer	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13971	__AR_StackPointer = .sbss:0x803D4140; // type:object size:0x4 scope:local data:4byte
802	__AR_FreeBlocks	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13972	__AR_FreeBlocks = .sbss:0x803D4144; // type:object size:0x4 scope:local data:4byte
803	__AR_BlockLength	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13973	__AR_BlockLength = .sbss:0x803D4148; // type:object size:0x4 scope:local data:4byte
804	__AR_init_flag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13974	__AR_init_flag = .sbss:0x803D414C; // type:object size:0x4 scope:local data:4byte
805	__ARQRequestQueueHi	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13975	__ARQRequestQueueHi = .sbss:0x803D4150; // type:object size:0x4 scope:local data:4byte
806	__ARQRequestTailHi	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13976	__ARQRequestTailHi = .sbss:0x803D4154; // type:object size:0x4 scope:local data:4byte
807	__ARQRequestQueueLo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13977	__ARQRequestQueueLo = .sbss:0x803D4158; // type:object size:0x4 scope:local data:4byte
808	__ARQRequestTailLo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13978	__ARQRequestTailLo = .sbss:0x803D415C; // type:object size:0x4 scope:local data:4byte
809	__ARQRequestQueueTemp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13979	__ARQRequestQueueTemp = .sbss:0x803D4160; // type:object size:0x4 scope:local
810	__ARQRequestTailTemp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13980	__ARQRequestTailTemp = .sbss:0x803D4164; // type:object size:0x4 scope:local
811	__ARQRequestPendingHi	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13981	__ARQRequestPendingHi = .sbss:0x803D4168; // type:object size:0x4 scope:local data:4byte
