index	symbol	source_file	line_no	raw
328	__AXOutNewFrame	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2559	__AXOutNewFrame = .text:0x800EC9C4; // type:function size:0x188 scope:global
329	__AXOutAiCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2560	__AXOutAiCallback = .text:0x800ECB4C; // type:function size:0x68 scope:global
330	__AXDSPInitCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2561	__AXDSPInitCallback = .text:0x800ECBB4; // type:function size:0xC scope:local
331	__AXDSPResumeCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2562	__AXDSPResumeCallback = .text:0x800ECBC0; // type:function size:0x58 scope:local
332	__AXDSPDoneCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2563	__AXDSPDoneCallback = .text:0x800ECC18; // type:function size:0xC scope:local
333	__AXOutInitDSP	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2564	__AXOutInitDSP = .text:0x800ECC24; // type:function size:0xC4 scope:global
334	__AXOutInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2565	__AXOutInit = .text:0x800ECCE8; // type:function size:0x340 scope:global
335	AXRegisterCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2566	AXRegisterCallback = .text:0x800ED028; // type:function size:0x8 scope:global
336	__AXGetStudio	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2567	__AXGetStudio = .text:0x800ED030; // type:function size:0xC scope:global
337	__AXPrintStudio	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2568	__AXPrintStudio = .text:0x800ED03C; // type:function size:0x3F8 scope:global
338	__AXSPBInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2569	__AXSPBInit = .text:0x800ED434; // type:function size:0x2C scope:global
339	__AXDepopVoice	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2570	__AXDepopVoice = .text:0x800ED460; // type:function size:0x94 scope:global
340	__AXGetNumVoices	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2571	__AXGetNumVoices = .text:0x800ED4F4; // type:function size:0x8 scope:global
341	__AXServiceVPB	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2572	__AXServiceVPB = .text:0x800ED4FC; // type:function size:0x6DC scope:global
342	__AXSyncPBs	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2573	__AXSyncPBs = .text:0x800EDBD8; // type:function size:0x248 scope:global
343	__AXGetPBs	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2574	__AXGetPBs = .text:0x800EDE20; // type:function size:0xC scope:global
344	__AXSetPBDefault	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2575	__AXSetPBDefault = .text:0x800EDE2C; // type:function size:0x3C scope:global
345	__AXVPBInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2576	__AXVPBInit = .text:0x800EDE68; // type:function size:0x200 scope:global
346	AXSetVoiceState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2577	AXSetVoiceState = .text:0x800EE068; // type:function size:0x5C scope:global
347	__AXGetCurrentProfile	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2578	__AXGetCurrentProfile = .text:0x800EE0C4; // type:function size:0x48 scope:global
348	DSPCheckMailToDSP	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2579	DSPCheckMailToDSP = .text:0x800EE10C; // type:function size:0x10 scope:global
349	DSPCheckMailFromDSP	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2580	DSPCheckMailFromDSP = .text:0x800EE11C; // type:function size:0x10 scope:global
350	DSPReadMailFromDSP	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2581	DSPReadMailFromDSP = .text:0x800EE12C; // type:function size:0x18 scope:global
351	DSPSendMailToDSP	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2582	DSPSendMailToDSP = .text:0x800EE144; // type:function size:0x14 scope:global
352	DSPInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2583	DSPInit = .text:0x800EE158; // type:function size:0xB8 scope:global
353	DSPCheckInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2584	DSPCheckInit = .text:0x800EE210; // type:function size:0x8 scope:global
354	DSPAddTask	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2585	DSPAddTask = .text:0x800EE218; // type:function size:0x70 scope:global
355	DSPAssertTask	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2586	DSPAssertTask = .text:0x800EE288; // type:function size:0xC8 scope:global
356	__DSP_debug_printf	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2587	__DSP_debug_printf = .text:0x800EE350; // type:function size:0x50 scope:global
357	__DSPHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2588	__DSPHandler = .text:0x800EE3A0; // type:function size:0x424 scope:global
358	__DSP_exec_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2589	__DSP_exec_task = .text:0x800EE7C4; // type:function size:0x1A0 scope:global
359	__DSP_boot_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2590	__DSP_boot_task = .text:0x800EE964; // type:function size:0x18C scope:global
360	__DSP_insert_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2591	__DSP_insert_task = .text:0x800EEAF0; // type:function size:0xA0 scope:global
361	__DSP_remove_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2592	__DSP_remove_task = .text:0x800EEB90; // type:function size:0x94 scope:global
362	__CARDDefaultApiCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2593	__CARDDefaultApiCallback = .text:0x800EEC24; // type:function size:0x4 scope:global
363	__CARDSyncCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2594	__CARDSyncCallback = .text:0x800EEC28; // type:function size:0x34 scope:global
364	__CARDExtHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2595	__CARDExtHandler = .text:0x800EEC5C; // type:function size:0xD8 scope:global
365	__CARDExiHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2596	__CARDExiHandler = .text:0x800EED34; // type:function size:0x118 scope:global
366	__CARDTxHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2597	__CARDTxHandler = .text:0x800EEE4C; // type:function size:0xA8 scope:global
367	__CARDUnlockedHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2598	__CARDUnlockedHandler = .text:0x800EEEF4; // type:function size:0x84 scope:global
368	__CARDEnableInterrupt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2599	__CARDEnableInterrupt = .text:0x800EEF78; // type:function size:0xC0 scope:global
369	__CARDReadStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2600	__CARDReadStatus = .text:0x800EF038; // type:function size:0xF0 scope:global
370	__CARDClearStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2601	__CARDClearStatus = .text:0x800EF128; // type:function size:0xAC scope:global
371	__CARDStart	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2605	__CARDStart = .text:0x800EF5B4; // type:function size:0x1B4 scope:local
372	__CARDReadSegment	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2606	__CARDReadSegment = .text:0x800EF768; // type:function size:0x134 scope:global
373	__CARDWritePage	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2607	__CARDWritePage = .text:0x800EF89C; // type:function size:0x11C scope:global
374	__CARDEraseSector	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2608	__CARDEraseSector = .text:0x800EF9B8; // type:function size:0xE0 scope:global
375	CARDInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2609	CARDInit = .text:0x800EFA98; // type:function size:0x9C scope:global
376	__CARDSetDiskID	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2610	__CARDSetDiskID = .text:0x800EFB34; // type:function size:0x38 scope:global
377	__CARDGetControlBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2611	__CARDGetControlBlock = .text:0x800EFB6C; // type:function size:0xB8 scope:global
378	__CARDPutControlBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2612	__CARDPutControlBlock = .text:0x800EFC24; // type:function size:0x64 scope:global
379	CARDFreeBlocks	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2613	CARDFreeBlocks = .text:0x800EFC88; // type:function size:0x150 scope:global
380	__CARDSync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2614	__CARDSync = .text:0x800EFDD8; // type:function size:0x98 scope:global
381	__CARDGetFatBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2616	__CARDGetFatBlock = .text:0x800EFEC0; // type:function size:0x8 scope:global
382	__CARDAllocBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2619	__CARDAllocBlock = .text:0x800F0064; // type:function size:0x118 scope:global
383	__CARDFreeBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2620	__CARDFreeBlock = .text:0x800F017C; // type:function size:0x9C scope:global
384	__CARDUpdateFatBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2621	__CARDUpdateFatBlock = .text:0x800F0218; // type:function size:0xAC scope:global
385	__CARDGetDirBlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2622	__CARDGetDirBlock = .text:0x800F02C4; // type:function size:0x8 scope:global
386	__CARDUpdateDir	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2625	__CARDUpdateDir = .text:0x800F0464; // type:function size:0xC4 scope:global
387	__CARDCheckSum	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2626	__CARDCheckSum = .text:0x800F0528; // type:function size:0x1B0 scope:global
388	__CARDVerify	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2630	__CARDVerify = .text:0x800F0E20; // type:function size:0x8C scope:global
389	CARDCheckExAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2631	CARDCheckExAsync = .text:0x800F0EAC; // type:function size:0x590 scope:global
390	CARDCheck	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2632	CARDCheck = .text:0x800F143C; // type:function size:0x54 scope:global
391	CARDProbeEx	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2633	CARDProbeEx = .text:0x800F1490; // type:function size:0x19C scope:global
392	__CARDMountCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2635	__CARDMountCallback = .text:0x800F1AD0; // type:function size:0x108 scope:global
393	CARDMountAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2636	CARDMountAsync = .text:0x800F1BD8; // type:function size:0x1A0 scope:global
394	CARDMount	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2637	CARDMount = .text:0x800F1D78; // type:function size:0x48 scope:global
395	CARDUnmount	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2639	CARDUnmount = .text:0x800F1E5C; // type:function size:0xAC scope:global
396	__CARDFormatRegionAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2641	__CARDFormatRegionAsync = .text:0x800F204C; // type:function size:0x658 scope:global
397	CARDFormat	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2642	CARDFormat = .text:0x800F26A4; // type:function size:0x54 scope:global
398	__CARDCompareFileName	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2643	__CARDCompareFileName = .text:0x800F26F8; // type:function size:0x68 scope:global
399	__CARDAccess	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2644	__CARDAccess = .text:0x800F2760; // type:function size:0x98 scope:global
400	__CARDIsPublic	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2645	__CARDIsPublic = .text:0x800F27F8; // type:function size:0x30 scope:global
401	__CARDGetFileNo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2646	__CARDGetFileNo = .text:0x800F2828; // type:function size:0x150 scope:global
402	CARDOpen	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2647	CARDOpen = .text:0x800F2978; // type:function size:0x178 scope:global
403	CARDClose	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2648	CARDClose = .text:0x800F2AF0; // type:function size:0x54 scope:global
404	__CARDIsOpened	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2649	__CARDIsOpened = .text:0x800F2B44; // type:function size:0x8 scope:global
405	CARDCreateAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2651	CARDCreateAsync = .text:0x800F2C7C; // type:function size:0x220 scope:global
406	CARDCreate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2652	CARDCreate = .text:0x800F2E9C; // type:function size:0x48 scope:global
407	__CARDSeek	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2653	__CARDSeek = .text:0x800F2EE4; // type:function size:0x1B8 scope:global
408	CARDReadAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2655	CARDReadAsync = .text:0x800F31CC; // type:function size:0x148 scope:global
409	CARDRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2656	CARDRead = .text:0x800F3314; // type:function size:0x48 scope:global
410	CARDWriteAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2659	CARDWriteAsync = .text:0x800F357C; // type:function size:0x114 scope:global
411	CARDWrite	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2660	CARDWrite = .text:0x800F3690; // type:function size:0x48 scope:global
412	CARDDeleteAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2662	CARDDeleteAsync = .text:0x800F377C; // type:function size:0x110 scope:global
413	CARDDelete	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2663	CARDDelete = .text:0x800F388C; // type:function size:0x48 scope:global
414	CARDGetStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2665	CARDGetStatus = .text:0x800F3ACC; // type:function size:0x12C scope:global
415	CARDSetStatusAsync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2666	CARDSetStatusAsync = .text:0x800F3BF8; // type:function size:0x174 scope:global
416	CARDSetStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2667	CARDSetStatus = .text:0x800F3D6C; // type:function size:0x48 scope:global
417	__CARDUnlock	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2671	__CARDUnlock = .text:0x800F40F8; // type:function size:0xB3C scope:global
418	__CARDRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2675	__CARDRead = .text:0x800F50A4; // type:function size:0x64 scope:global
419	__CARDWrite	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2677	__CARDWrite = .text:0x800F51E4; // type:function size:0x64 scope:global
420	__GXDefaultTexRegionCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2678	__GXDefaultTexRegionCallback = .text:0x800F5248; // type:function size:0x7C scope:local
421	__GXDefaultTlutRegionCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2679	__GXDefaultTlutRegionCallback = .text:0x800F52C4; // type:function size:0x24 scope:local
422	GXInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2680	GXInit = .text:0x800F52E8; // type:function size:0x7C8 scope:global
423	__GXInitGX	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2681	__GXInitGX = .text:0x800F5AB0; // type:function size:0x884 scope:global
424	GXCPInterruptHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2682	GXCPInterruptHandler = .text:0x800F6334; // type:function size:0x13C scope:local
425	GXInitFifoBase	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2683	GXInitFifoBase = .text:0x800F6470; // type:function size:0x6C scope:global
426	GXInitFifoPtrs	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2684	GXInitFifoPtrs = .text:0x800F64DC; // type:function size:0x70 scope:global
427	GXInitFifoLimits	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2685	GXInitFifoLimits = .text:0x800F654C; // type:function size:0xC scope:global
428	GXSetCPUFifo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2686	GXSetCPUFifo = .text:0x800F6558; // type:function size:0x110 scope:global
429	GXSetGPFifo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2687	GXSetGPFifo = .text:0x800F6668; // type:function size:0x178 scope:global
430	GXGetGPStatus	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2688	GXGetGPStatus = .text:0x800F67E0; // type:function size:0x64 scope:global
431	GXGetFifoBase	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2689	GXGetFifoBase = .text:0x800F6844; // type:function size:0x8 scope:global
432	GXGetFifoSize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2690	GXGetFifoSize = .text:0x800F684C; // type:function size:0x8 scope:global
433	__GXFifoInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2691	__GXFifoInit = .text:0x800F6854; // type:function size:0x4C scope:global
434	__GXFifoReadEnable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2692	__GXFifoReadEnable = .text:0x800F68A0; // type:function size:0x28 scope:local
435	__GXFifoReadDisable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2693	__GXFifoReadDisable = .text:0x800F68C8; // type:function size:0x24 scope:local
436	__GXFifoLink	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2694	__GXFifoLink = .text:0x800F68EC; // type:function size:0x44 scope:local
437	__GXWriteFifoIntEnable	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2695	__GXWriteFifoIntEnable = .text:0x800F6930; // type:function size:0x4C scope:local
438	__GXWriteFifoIntReset	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2696	__GXWriteFifoIntReset = .text:0x800F697C; // type:function size:0x4C scope:local
439	__GXCleanGPFifo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2697	__GXCleanGPFifo = .text:0x800F69C8; // type:function size:0xFC scope:global
440	GXGetCPUFifo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2698	GXGetCPUFifo = .text:0x800F6AC4; // type:function size:0x8 scope:global
441	GXGetGPFifo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2699	GXGetGPFifo = .text:0x800F6ACC; // type:function size:0x8 scope:global
442	__GXXfVtxSpecs	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2700	__GXXfVtxSpecs = .text:0x800F6AD4; // type:function size:0x158 scope:local
443	GXSetVtxDesc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2701	GXSetVtxDesc = .text:0x800F6C2C; // type:function size:0x360 scope:global
444	GXSetVtxDescv	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2702	GXSetVtxDescv = .text:0x800F6F8C; // type:function size:0x384 scope:global
445	__GXSetVCD	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2703	__GXSetVCD = .text:0x800F7310; // type:function size:0x168 scope:global
446	GXGetVtxDesc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2704	GXGetVtxDesc = .text:0x800F7478; // type:function size:0x1B4 scope:global
447	GXClearVtxDesc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2705	GXClearVtxDesc = .text:0x800F762C; // type:function size:0x4C scope:global
448	GXSetVtxAttrFmt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2706	GXSetVtxAttrFmt = .text:0x800F7678; // type:function size:0x35C scope:global
449	GXSetVtxAttrFmtv	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2707	GXSetVtxAttrFmtv = .text:0x800F79D4; // type:function size:0x37C scope:global
450	__GXSetVAT	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2708	__GXSetVAT = .text:0x800F7D50; // type:function size:0x9C scope:global
451	GXGetVtxAttrFmt	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2709	GXGetVtxAttrFmt = .text:0x800F7DEC; // type:function size:0x248 scope:global
452	GXSetArray	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2710	GXSetArray = .text:0x800F8034; // type:function size:0x8C scope:global
453	GXInvalidateVtxCache	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2711	GXInvalidateVtxCache = .text:0x800F80C0; // type:function size:0x10 scope:global
454	GXSetTexCoordGen2	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2712	GXSetTexCoordGen2 = .text:0x800F80D0; // type:function size:0x2D0 scope:global
455	GXSetNumTexGens	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2713	GXSetNumTexGens = .text:0x800F83A0; // type:function size:0x48 scope:global
456	GXFlush	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2714	GXFlush = .text:0x800F83E8; // type:function size:0x5C scope:global
457	GXAbortFrame	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2715	GXAbortFrame = .text:0x800F8444; // type:function size:0xCC scope:global
458	GXSetDrawSync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2716	GXSetDrawSync = .text:0x800F8510; // type:function size:0xB8 scope:global
459	GXReadDrawSync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2717	GXReadDrawSync = .text:0x800F85C8; // type:function size:0xC scope:global
460	GXDrawDone	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2718	GXDrawDone = .text:0x800F85D4; // type:function size:0x80 scope:global
461	GXPixModeSync	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2719	GXPixModeSync = .text:0x800F8654; // type:function size:0x24 scope:global
462	GXPokeAlphaMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2720	GXPokeAlphaMode = .text:0x800F8678; // type:function size:0x14 scope:global
463	GXPokeAlphaRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2721	GXPokeAlphaRead = .text:0x800F868C; // type:function size:0x14 scope:global
464	GXPokeAlphaUpdate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2722	GXPokeAlphaUpdate = .text:0x800F86A0; // type:function size:0x1C scope:global
465	GXPokeBlendMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2723	GXPokeBlendMode = .text:0x800F86BC; // type:function size:0x88 scope:global
466	GXPokeColorUpdate	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2724	GXPokeColorUpdate = .text:0x800F8744; // type:function size:0x1C scope:global
467	GXPokeDstAlpha	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2725	GXPokeDstAlpha = .text:0x800F8760; // type:function size:0x14 scope:global
468	GXPokeDither	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2726	GXPokeDither = .text:0x800F8774; // type:function size:0x1C scope:global
469	GXPokeZMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2727	GXPokeZMode = .text:0x800F8790; // type:function size:0x28 scope:global
470	GXTokenInterruptHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2728	GXTokenInterruptHandler = .text:0x800F87B8; // type:function size:0x88 scope:local
471	GXFinishInterruptHandler	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2729	GXFinishInterruptHandler = .text:0x800F8840; // type:function size:0x84 scope:local
472	__GXPEInit	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2730	__GXPEInit = .text:0x800F88C4; // type:function size:0x80 scope:global
473	__GXSetDirtyState	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2731	__GXSetDirtyState = .text:0x800F8944; // type:function size:0x8C scope:global
474	GXBegin	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2732	GXBegin = .text:0x800F89D0; // type:function size:0xDC scope:global
475	__GXSendFlushPrim	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2733	__GXSendFlushPrim = .text:0x800F8AAC; // type:function size:0x88 scope:global
476	GXSetLineWidth	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2734	GXSetLineWidth = .text:0x800F8B34; // type:function size:0x58 scope:global
477	GXSetPointSize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2735	GXSetPointSize = .text:0x800F8B8C; // type:function size:0x54 scope:global
478	GXEnableTexOffsets	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2736	GXEnableTexOffsets = .text:0x800F8BE0; // type:function size:0x64 scope:global
479	GXSetCullMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2737	GXSetCullMode = .text:0x800F8C44; // type:function size:0x50 scope:global
480	GXSetCoPlanar	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2738	GXSetCoPlanar = .text:0x800F8C94; // type:function size:0x44 scope:global
481	__GXSetGenMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2739	__GXSetGenMode = .text:0x800F8CD8; // type:function size:0x24 scope:global
482	GXAdjustForOverscan	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2740	GXAdjustForOverscan = .text:0x800F8CFC; // type:function size:0x120 scope:global
483	GXSetDispCopySrc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2741	GXSetDispCopySrc = .text:0x800F8E1C; // type:function size:0xC0 scope:global
484	GXSetTexCopySrc	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2742	GXSetTexCopySrc = .text:0x800F8EDC; // type:function size:0xC0 scope:global
485	GXSetDispCopyDst	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2743	GXSetDispCopyDst = .text:0x800F8F9C; // type:function size:0x44 scope:global
486	GXSetTexCopyDst	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2744	GXSetTexCopyDst = .text:0x800F8FE0; // type:function size:0x170 scope:global
487	GXSetDispCopyFrame2Field	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2745	GXSetDispCopyFrame2Field = .text:0x800F9150; // type:function size:0x2C scope:global
488	GXSetCopyClamp	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2746	GXSetCopyClamp = .text:0x800F917C; // type:function size:0x7C scope:global
489	GXGetYScaleFactor	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	2747	GXGetYScaleFactor = .text:0x800F91F8; // type:function size:0x238 scope:global
