source_binary	architecture	address	symbol_type	section	type_abbrev	raw_name	clean_name	demangled	subsystem
lsw1_demo	ppc	0x3180	t	text	func	__Z7dprintfPKcz	_Z7dprintfPKcz		Other
lsw1_demo	ppc	0x31a0	t	text	func	__ZN10MacGlobals10LockSystemEv	_ZN10MacGlobals10LockSystemEv		Other
lsw1_demo	ppc	0x31d0	t	text	func	__ZN10MacGlobals12UnlockSystemEv	_ZN10MacGlobals12UnlockSystemEv		Other
lsw1_demo	ppc	0x3210	t	text	func	__ZN10MacGlobals14IsSystemLockedEv	_ZN10MacGlobals14IsSystemLockedEv		Other
lsw1_demo	ppc	0x3240	t	text	func	__ZN10MacDisplay10InitializeEv	_ZN10MacDisplay10InitializeEv		Other
lsw1_demo	ppc	0x3530	t	text	func	__ZN10MacDisplay12SetupDisplayEii	_ZN10MacDisplay12SetupDisplayEii		Other
lsw1_demo	ppc	0x36a0	t	text	func	__ZN10MacDisplay14ReleaseDisplayEv	_ZN10MacDisplay14ReleaseDisplayEv		Other
lsw1_demo	ppc	0x3730	t	text	func	__ZN10MacDisplay12InWindowModeEv	_ZN10MacDisplay12InWindowModeEv		Other
lsw1_demo	ppc	0x3760	t	text	func	__ZN10MacDisplay13GetMainWindowEv	_ZN10MacDisplay13GetMainWindowEv		Other
lsw1_demo	ppc	0x3790	t	text	func	__ZN10MacDisplay11GetMainPortEv	_ZN10MacDisplay11GetMainPortEv		Other
lsw1_demo	ppc	0x37e0	t	text	func	__ZN10MacDisplay15GetDeviceHandleEv	_ZN10MacDisplay15GetDeviceHandleEv		Other
lsw1_demo	ppc	0x3920	t	text	func	__ZN10MacDisplay12IsWindowModeEv	_ZN10MacDisplay12IsWindowModeEv		Other
lsw1_demo	ppc	0x3960	t	text	func	__ZN10MacDisplay19UseCustomResolutionEv	_ZN10MacDisplay19UseCustomResolutionEv		Other
lsw1_demo	ppc	0x39c0	t	text	func	__ZN10MacDisplay19GetCustomResolutionERiS0_	_ZN10MacDisplay19GetCustomResolutionERiS0_		Other
lsw1_demo	ppc	0x3a30	t	text	func	__ZN10MacDisplay13LocalToGlobalER5Point	_ZN10MacDisplay13LocalToGlobalER5Point		Other
lsw1_demo	ppc	0x3aa0	t	text	func	__ZN10MacDisplay13GlobalToLocalER5Point	_ZN10MacDisplay13GlobalToLocalER5Point		Other
lsw1_demo	ppc	0x3b10	t	text	func	__ZN10MacDisplay13PointInWindowE5Point	_ZN10MacDisplay13PointInWindowE5Point		Other
lsw1_demo	ppc	0x3b60	t	text	func	__ZN10MacDisplay19CenterRectInDisplayER7MacRect	_ZN10MacDisplay19CenterRectInDisplayER7MacRect		Other
lsw1_demo	ppc	0x3bb0	t	text	func	__ZN10MacDisplay6FadeInEf	_ZN10MacDisplay6FadeInEf		Other
lsw1_demo	ppc	0x3c40	t	text	func	__ZN10MacDisplay7FadeOutEf	_ZN10MacDisplay7FadeOutEf		Other
lsw1_demo	ppc	0x3d00	t	text	func	__ZN10MacDisplay14GetCurrentModeERiS0_	_ZN10MacDisplay14GetCurrentModeERiS0_		Other
lsw1_demo	ppc	0x3db0	t	text	func	__ZN10MacDisplay14GetCurrentModeERiS0_S0_	_ZN10MacDisplay14GetCurrentModeERiS0_S0_		Other
lsw1_demo	ppc	0x3e20	t	text	func	__ZN10MacDisplay7SetModeEiii	_ZN10MacDisplay7SetModeEiii		Other
lsw1_demo	ppc	0x3f20	t	text	func	__ZN10MacDisplay11GetNumModesEv	_ZN10MacDisplay11GetNumModesEv		Other
lsw1_demo	ppc	0x3f60	t	text	func	__ZN10MacDisplay10GetNthModeEiRiS0_S0_	_ZN10MacDisplay10GetNthModeEiRiS0_S0_		Other
lsw1_demo	ppc	0x3fd0	t	text	func	__ZN10MacDisplay14GetDescriptionEv	_ZN10MacDisplay14GetDescriptionEv		Other
lsw1_demo	ppc	0x4020	t	text	func	__ZN10MacDisplay11GetDeviceIDEv	_ZN10MacDisplay11GetDeviceIDEv		Other
