# caller_name	caller_addr	callee_addr	callee_name
fn_80078B5C	0x80078CD8	0x80078D48	Menu_RegisterDescriptors
Menu_RegisterDescriptors	0x80078DB8	0x803E5DAC	fn_803E5DAC
Menu_RegisterDescriptors	0x80078DC8	0x7FEBBC6C	fn_7FEBBC6C
Menu_ResetStack	0x80078E68	0x803ECA1C	fn_803ECA1C
fn_80078EE4	0x80078F54	0x80081C68	Action_GoToOrigin
fn_80078FA4	0x80078FE8	0x80079058	fn_80079050
fn_800790C8	0x80079108	0x800791C8	fn_80079198
fn_800790C8	0x80079120	0x80079180	fn_8007917C
fn_800790C8	0x8007913C	0x8006C050	fn_8006BBA8
fn_800790C8	0x80079140	0x800791F0	fn_80079198
fn_800790C8	0x80079168	0x8006BFCC	fn_8006BBA8
fn_80079198	0x800791B8	0x7FEB388C	fn_7FEB388C
fn_80079198	0x80079214	0x8006F098	fn_8006ECF0
fn_8007922C	0x80079258	0x800792B8	fn_8007922C
fn_8007922C	0x80079268	0x80079288	fn_8007922C
fn_8007922C	0x800792BC	0x80081230	Action_SetMinViewHeight
fn_8007922C	0x800792DC	0x8006EE40	fn_8006ECF0
fn_8007922C	0x800792EC	0x8006EE10	fn_8006ECF0
fn_80079304	0x80079370	0x80081014	Action_FaceOpponent
fn_80079304	0x80079390	0x8006EC24	fn_8006EBC4
fn_80079304	0x800793A8	0x8006EBDC	fn_8006EBC4
fn_800793C0	0x80079420	0x80080E04	Action_FaceOpponent
fn_80079434	0x800794A0	0x80080C84	Action_FaceOpponent
fn_80079434	0x800794C0	0x8006E894	fn_8006E3E0
fn_80079434	0x800794D0	0x8006E864	fn_8006E3E0
fn_800794E8	0x8007950C	0x803E47B0	fn_803E47B0
fn_800794E8	0x80079564	0x80080A38	Action_RetreatFromNearestOpponent
fn_800794E8	0x80079588	0x8006E63C	fn_8006E3E0
fn_800794E8	0x80079598	0x8006E60C	fn_8006E3E0
fn_800794E8	0x800795A8	0x8006E5DC	fn_8006E3E0
fn_800795C0	0x800795D4	0x8006FF68	fn_8006FA14
fn_800795C0	0x800795EC	0x8006E510	fn_8006E3E0
fn_80079604	0x80079624	0x7FEB2B48	fn_7FEB2B48
fn_80079604	0x80079680	0x8006E354	fn_8006E328
fn_80079698	0x800796B8	0x7FEB298C	fn_7FEB298C
fn_80079698	0x80079714	0x8007ECC8	fn_8007ECB8
fn_80079698	0x80079734	0x8006E138	fn_8006E11C
fn_80079698	0x80079744	0x8006E108	fn_8006E094
fn_8007975C	0x8007977C	0x7FEB2740	fn_7FEB2740
fn_8007975C	0x800797D8	0x8007EA7C	fn_8007E97C
fn_8007975C	0x800797FC	0x8006DEE0	fn_8006DEB8
fn_8007975C	0x8007980C	0x8006DEB0	fn_8006DEB0
fn_80079824	0x80079844	0x7FEB24E8	fn_7FEB24E8
fn_80079824	0x800798A0	0x8007E824	AIScriptResolveReferences
fn_80079824	0x800798C4	0x8006DC88	fn_8006DC1C
fn_80079824	0x800798D4	0x8006DC58	fn_8006DC1C
fn_800798EC	0x80079930	0x80079990	fn_800798EC
fn_800798EC	0x8007994C	0x8006A820	fn_8006A6C8
fn_800798EC	0x80079950	0x80079B80	fn_80079B58
fn_800798EC	0x80079964	0x8006E798	fn_8006E3E0
fn_800798EC	0x80079968	0x80079B38	fn_80079AC4
fn_800798EC	0x800799A4	0x8006A718	fn_8006A6C8
fn_800798EC	0x800799B0	0x80079A60	fn_80079A30
fn_800798EC	0x800799BC	0x80079A3C	fn_80079A30
fn_800798EC	0x800799D8	0x8006A67C	fn_80069C40
Menu_ConditionalClose	0x80079A1C	0x8006B280	PauseMenu_HandleEntry1
fn_80079A30	0x80079A50	0x8006B764	fn_8006B328
fn_80079A30	0x80079A60	0x8006A4E4	fn_80069C40
fn_80079A30	0x80079A80	0x8006B6D4	fn_8006B328
fn_80079A30	0x80079A90	0x8006A454	fn_80069C40
fn_80079A30	0x80079AAC	0x8006B0D0	fn_8006B03C
fn_80079AC4	0x80079AE4	0x8006B5A8	fn_8006B328
fn_80079AC4	0x80079AF4	0x8006A328	fn_80069C40
fn_80079AC4	0x80079B14	0x8006B518	fn_8006B328
fn_80079AC4	0x80079B24	0x8006A298	fn_80069C40
fn_80079AC4	0x80079B40	0x8006AF14	fn_8006AE9C
fn_80079B58	0x80079B78	0x8006B3EC	fn_8006B328
fn_80079B58	0x80079B88	0x8006A16C	fn_80069C40
fn_80079B58	0x80079BA4	0x8006ADE8	fn_8006AD0C
fn_80079B58	0x80079BA8	0x80079C28	fn_80079BDC
fn_80079B58	0x80079BB4	0x8006B338	fn_8006B328
fn_80079B58	0x80079BC4	0x8006A0B8	fn_80069C40
fn_80079BDC	0x80079C10	0x8006ACA4	fn_8006A6C8
fn_80079BDC	0x80079C14	0x80079C44	fn_80079BDC
fn_80079BDC	0x80079C18	0x8006B20C	fn_8006B1E0
fn_80079BDC	0x80079C1C	0x8006AC80	fn_8006A6C8
fn_80079BDC	0x80079C2C	0x8006B1D0	fn_8006B03C
fn_80079BDC	0x80079C30	0x8006AC44	fn_8006A6C8
fn_80079C48	0x80079CBC	0x8006B020	fn_8006AE9C
fn_80079C48	0x80079CC8	0x80079D98	fn_80079D48
fn_80079C48	0x80079CD8	0x8006AA4C	fn_8006A6C8
fn_80079C48	0x80079CDC	0x80079DCC	fn_80079D48
fn_80079C48	0x80079CF0	0x8006AF84	fn_8006AE9C
fn_80079C48	0x80079D00	0x80069D04	fn_80069C40
fn_80079C48	0x80079D04	0x80079D54	fn_80079D48
fn_80079C48	0x80079D20	0x8006AEF4	fn_8006AE9C
fn_80079C48	0x80079D30	0x80069C74	fn_80069C40
fn_80079D48	0x80079D7C	0x8006ADE0	fn_8006AD0C
fn_80079D48	0x80079D88	0x80079DF8	fn_80079D48
fn_80079D48	0x80079D98	0x8006AD8C	fn_8006AD0C
fn_80079D48	0x80079DA8	0x80069B0C	fn_80069ACC
fn_80079D48	0x80079DAC	0x80079F4C	fn_80079EBC
fn_80079D48	0x80079DBC	0x8006A7A0	fn_8006A6C8
fn_80079D48	0x80079DC0	0x80079F10	fn_80079EBC
fn_80079D48	0x80079DD4	0x8006ACD8	fn_8006A6C8
fn_80079D48	0x80079DE4	0x80069A58	fn_8006998C
fn_80079D48	0x80079DF0	0x80079E80	fn_80079E28
fn_80079D48	0x80079E00	0x8006AC54	fn_8006A6C8
fn_80079D48	0x80079E10	0x800699D4	fn_8006998C
fn_80079E28	0x80079E8C	0x8006A530	fn_80069C40
fn_80079E28	0x80079EA8	0x8006A4DC	fn_80069C40
fn_80079EBC	0x80079F20	0x8006A8F4	fn_8006A6C8
fn_80079EBC	0x80079F38	0x8006D61C	fn_8006D4F0
fn_80079EBC	0x80079F54	0x8006A2D8	fn_80069C40
fn_80079F68	0x80079F8C	0x8006A230	fn_80069C40
fn_80079FA0	0x80079FD8	0x8006A6CC	fn_8006A6C8
fn_80079FA0	0x80079FE4	0x8007A0B4	fn_8007A044
fn_80079FA0	0x80079FF4	0x8006A0F8	fn_80069C40
fn_80079FA0	0x80079FF8	0x8007A0E8	fn_8007A044
fn_80079FA0	0x8007A00C	0x8006A630	fn_80069C40
fn_80079FA0	0x8007A01C	0x800693B0	fn_80068F14
fn_80079FA0	0x8007A020	0x8007A070	fn_8007A044
fn_80079FA0	0x8007A030	0x8006A044	fn_80069C40
fn_8007A044	0x8007A0E4	0x80069E28	fn_80069C40
fn_8007A044	0x8007A0E8	0x8007A1E8	fn_8007A1E0
fn_8007A044	0x8007A104	0x8006A348	fn_80069C40
fn_8007A044	0x8007A108	0x8006A33C	fn_80069C40
fn_8007A044	0x8007A118	0x800690BC	fn_80068F14
fn_8007A044	0x8007A11C	0x8007A14C	fn_8007A138
fn_8007A044	0x8007A120	0x8006A2F4	fn_80069C40
fn_8007A044	0x8007A124	0x80069D68	fn_80069C40
fn_8007A138	0x8007A158	0x80069CCC	fn_80069C40
fn_8007A138	0x8007A174	0x80069C78	fn_80069C40
fn_8007A18C	0x8007A1CC	0x80069B70	fn_80069ACC
fn_8007A1E0	0x8007A218	0x8006A00C	fn_80069C40
fn_8007A1E0	0x8007A224	0x8007A304	fn_8007A288
fn_8007A1E0	0x8007A234	0x80069A38	fn_8006998C
fn_8007A1E0	0x8007A238	0x8007A338	fn_8007A288
fn_8007A1E0	0x8007A250	0x80069F64	fn_80069C40
fn_8007A1E0	0x8007A260	0x80068CE4	fn_80068CB8
fn_8007A1E0	0x8007A264	0x8007A2B4	fn_8007A288
fn_8007A1E0	0x8007A274	0x80069978	fn_80069900
fn_8007A288	0x8007A328	0x8006975C	fn_80068F14
fn_8007A288	0x8007A32C	0x8007A45C	fn_8007A448
fn_8007A288	0x8007A354	0x80069C58	fn_80069C40
fn_8007A288	0x8007A358	0x80069C4C	fn_80069C40
fn_8007A288	0x8007A368	0x800689CC	fn_800673A8
fn_8007A288	0x8007A36C	0x8007A39C	fn_8007A388
fn_8007A288	0x8007A370	0x80069C04	fn_80069ACC
fn_8007A288	0x8007A374	0x80069678	fn_80068F14
fn_8007A388	0x8007A3B4	0x80069B38	fn_80069ACC
fn_8007A388	0x8007A3B8	0x8007A3F8	fn_8007A3E8
fn_8007A388	0x8007A3C8	0x8006957C	fn_80068F14
fn_8007A3E8	0x8007A414	0x80069A18	fn_8006998C
fn_8007A3E8	0x8007A418	0x8007A458	fn_8007A448
fn_8007A3E8	0x8007A428	0x8006945C	fn_80068F14
fn_8007A448	0x8007A47C	0x8007A4FC	fn_8007A448
fn_8007A448	0x8007A4C0	0x8007A560	fn_8007A448
fn_8007A448	0x8007A50C	0x8007A5DC	fn_8007A448
fn_8007A448	0x8007A564	0x8007A5E4	fn_8007A448
fn_8007A448	0x8007A5A8	0x8007A628	fn_8007A448
fn_8007A448	0x8007A5EC	0x8007A66C	fn_8007A448
fn_8007A448	0x8007A630	0x8007A6B0	fn_8007A448
fn_8007A448	0x8007A714	0x8007B8F4	fn_8007B298
fn_8007A448	0x8007A720	0x7FF9C454	fn_7FF9C454
fn_8007A448	0x8007A744	0x8007AA04	fn_8007A448
fn_8007A448	0x8007A74C	0x8007A9DC	fn_8007A448
fn_8007A448	0x8007A790	0x8007A7E0	fn_8007A448
fn_8007A448	0x8007A7D8	0x8007A848	fn_8007A448
fn_8007A448	0x8007A7E0	0x7FEADED4	fn_7FEADED4
fn_8007A448	0x8007A7EC	0x8007A80C	fn_8007A448
fn_8007A448	0x8007A82C	0x8007A99C	fn_8007A448
fn_8007A448	0x8007A838	0x8007A978	fn_8007A448
fn_8007A448	0x8007A8F0	0x8007B360	fn_8007B298
fn_8007A448	0x8007A90C	0x8007A92C	fn_8007A448
fn_8007A448	0x8007A920	0x7FEADB14	fn_7FEADB14
fn_8007A448	0x8007A934	0x8007A984	fn_8007A448
fn_8007A448	0x8007A980	0x7FF9BF04	fn_7FF9BF04
fn_8007A448	0x8007A9A4	0x8007A9D4	fn_8007A448
fn_8007A448	0x8007A9B8	0x8007AAE8	fn_8007A448
fn_8007A448	0x8007AA38	0x7FF9BEBC	fn_7FF9BEBC
fn_8007A448	0x8007AA54	0x8007AAD4	fn_8007A448
fn_8007A448	0x8007AA98	0x7FF9B8DC	fn_7FF9B8DC
fn_8007A448	0x8007AAB8	0x8007ABD8	fn_8007ABA0
fn_8007A448	0x8007AAF4	0x8007AB34	fn_8007A448
fn_8007A448	0x8007AB28	0x7FF9BCBC	fn_7FF9BCBC
fn_8007A448	0x8007AB48	0x8007AC58	fn_8007AC44
fn_8007A448	0x8007AB7C	0x8007ABBC	fn_8007ABA0
fn_8007ABA0	0x8007ABE8	0x7FEABA1C	fn_7FEABA1C
fn_8007AC0C	0x8007AC18	0x7FF9987C	fn_7FF9987C
fn_8007AC0C	0x8007AC30	0x80078C94	fn_80078B5C
fn_8007AC80	0x8007AD2C	0x7FEAFFB0	fn_7FEAFFB0
fn_8007AC80	0x8007AD54	0x7FEAFF38	fn_7FEAFF38
fn_8007AC80	0x8007AD5C	0x8007AE1C	fn_8007AC80
fn_8007AC80	0x8007AD64	0x7FF42DC8	fn_7FF42DC8
fn_8007AC80	0x8007AD80	0x7FF42D74	fn_7FF42D74
fn_8007AC80	0x8007ADB0	0x7FF42544	fn_7FF42544
fn_8007AC80	0x8007ADBC	0x7FF105F0	fn_7FF105F0
fn_8007AC80	0x8007ADCC	0x7FF10550	fn_7FF10550
fn_8007AC80	0x8007ADF4	0x8007AE34	fn_8007AC80
fn_8007AC80	0x8007AE18	0x8007AE68	fn_8007AC80
fn_8007AC80	0x8007AEC4	0x8007B024	fn_8007AC80
fn_8007AC80	0x8007AEF0	0x8007AFA0	fn_8007AC80
fn_8007AC80	0x8007AEFC	0x8007AF7C	fn_8007AC80
fn_8007AC80	0x8007AF7C	0x7FEAF8C0	fn_7FEAF8C0
fn_8007AC80	0x8007AFA4	0x7FEAF848	fn_7FEAF848
fn_8007AC80	0x8007AFAC	0x8007B06C	fn_8007AC80
fn_8007AC80	0x8007AFB4	0x7FF426D8	fn_7FF426D8
fn_8007AC80	0x8007AFD0	0x7FF42684	fn_7FF42684
fn_8007AC80	0x8007AFF8	0x7FF0FF3C	fn_7FF0FF3C
fn_8007AC80	0x8007B068	0x7FF422CC	fn_7FF422CC
fn_8007AC80	0x8007B07C	0x7FF42060	fn_7FF42060
fn_8007AC80	0x8007B08C	0x7FF42500	fn_7FF42500
fn_8007B0C4	0x8007B0DC	0x8007B0FC	fn_8007B0C4
fn_8007B0C4	0x8007B100	0x7FEADCF4	fn_7FEADCF4
fn_8007B0C4	0x8007B180	0x8007B1B0	fn_8007B0C4
fn_8007B0C4	0x8007B1F0	0x8007B220	fn_8007B0C4
fn_8007B0C4	0x8007B23C	0x8007B33C	fn_8007B298
fn_8007B0C4	0x8007B244	0x8007B344	fn_8007B298
fn_8007B0C4	0x8007B24C	0x8007B32C	fn_8007B298
fn_8007B298	0x8007B370	0x7FEAECE4	fn_7FEAECE4
fn_8007B298	0x8007B398	0x7FEAEC6C	fn_7FEAEC6C
fn_8007B298	0x8007B3A0	0x8007B460	fn_8007B298
fn_8007B298	0x8007B3A8	0x7FF41AFC	fn_7FF41AFC
fn_8007B298	0x8007B3C4	0x7FF41AA8	fn_7FF41AA8
fn_8007B298	0x8007B3F4	0x7FF41278	fn_7FF41278
fn_8007B298	0x8007B400	0x7FF0F324	fn_7FF0F324
fn_8007B298	0x8007B40C	0x7FF0F290	fn_7FF0F290
fn_8007B298	0x8007B468	0x7FEAD2BC	fn_7FEAD2BC
fn_8007B298	0x8007B4A0	0x8007B500	fn_8007B298
fn_8007B298	0x8007B4B0	0x8007A504	fn_8007A448
fn_8007B298	0x8007B4C8	0x8007B548	fn_8007B298
fn_8007B298	0x8007B4E0	0x8007A474	fn_8007A448
fn_8007B298	0x8007B51C	0x8007B53C	fn_8007B298
fn_8007B298	0x8007B534	0x8007B564	fn_8007B298
fn_8007B298	0x8007B584	0x7FEAB5E8	fn_7FEAB5E8
fn_8007B298	0x8007B5B4	0x7FEAE618	fn_7FEAE618
fn_8007B298	0x8007B5DC	0x7FEAE5A0	fn_7FEAE5A0
fn_8007B298	0x8007B5E4	0x8007B6A4	fn_8007B298
fn_8007B298	0x8007B5EC	0x7FF41430	fn_7FF41430
fn_8007B298	0x8007B608	0x7FF413DC	fn_7FF413DC
fn_8007B298	0x8007B630	0x7FF0EC94	fn_7FF0EC94
fn_8007B298	0x8007B654	0x8007C264	AIScriptParseConditions
fn_8007B298	0x8007B6C0	0x8007BD40	fn_8007BC74
fn_8007B298	0x8007B6C8	0x8007BD28	fn_8007BC74
fn_8007B298	0x8007B6E0	0x8007B700	fn_8007B298
fn_8007B298	0x8007B6FC	0x7FEACB00	fn_7FEACB00
fn_8007B298	0x8007B72C	0x8007B7DC	fn_8007B298
fn_8007B298	0x8007B7B0	0x7FEAAF64	fn_7FEAAF64
fn_8007B298	0x8007B7DC	0x7FEADFA0	fn_7FEADFA0
fn_8007B298	0x8007B804	0x7FEADF28	fn_7FEADF28
fn_8007B298	0x8007B80C	0x8007B8CC	fn_8007B298
fn_8007B298	0x8007B814	0x7FF40DB8	fn_7FF40DB8
fn_8007B298	0x8007B830	0x7FF40D64	fn_7FF40D64
fn_8007B298	0x8007B854	0x7FF0E628	fn_7FF0E628
fn_8007B298	0x8007B884	0x7FEAACE8	fn_7FEAACE8
fn_8007B298	0x8007B8B4	0x7FEADD18	fn_7FEADD18
fn_8007B298	0x8007B8DC	0x7FEADCA0	fn_7FEADCA0
fn_8007B298	0x8007B8E4	0x8007B9A4	fn_8007B298
fn_8007B298	0x8007B8EC	0x7FF40B30	fn_7FF40B30
fn_8007B298	0x8007B908	0x7FF40ADC	fn_7FF40ADC
fn_8007B298	0x8007B92C	0x7FF0E3A0	fn_7FF0E3A0
fn_8007B298	0x8007B950	0x8007B970	fn_8007B298
fn_8007B298	0x8007B970	0x8007B990	fn_8007B298
fn_8007B298	0x8007B988	0x7FF401BC	fn_7FF401BC
fn_8007B298	0x8007B9C8	0x7FEAD9DC	fn_7FEAD9DC
fn_8007B298	0x8007B9F0	0x7FEAD964	fn_7FEAD964
fn_8007B298	0x8007B9F8	0x8007BAB8	fn_8007B298
fn_8007B298	0x8007BA00	0x7FF407F4	fn_7FF407F4
fn_8007B298	0x8007BA1C	0x7FF407A0	fn_7FF407A0
fn_8007B298	0x8007BA44	0x7FF0E058	fn_7FF0E058
fn_8007B298	0x8007BA4C	0x8007BA7C	fn_8007B298
fn_8007B298	0x8007BB08	0x8007BD58	fn_8007BC74
fn_8007B298	0x8007BB54	0x8007BC74	fn_8007BC74
fn_8007B298	0x8007BBE0	0x80077E64	fn_80077D54
fn_8007B298	0x8007BBEC	0x8007BCDC	fn_8007BC74
fn_8007B298	0x8007BC24	0x80077D98	fn_80077D54
fn_8007BC74	0x8007BCA0	0x7FF3DBA4	fn_7FF3DBA4
fn_8007BC74	0x8007BCC4	0x7FF40178	fn_7FF40178
fn_8007BC74	0x8007BCEC	0x7FF40100	fn_7FF40100
fn_8007BC74	0x8007BD14	0x7FF40088	fn_7FF40088
fn_8007BC74	0x8007BD3C	0x7FF40010	fn_7FF40010
fn_8007BD64	0x8007BD98	0x7FEACE6C	fn_7FEACE6C
fn_8007BD64	0x8007BDC0	0x7FEACDF4	fn_7FEACDF4
fn_8007BD64	0x8007BDC8	0x8007BE88	fn_8007BE44
fn_8007BD64	0x8007BDD0	0x7FF3FC84	fn_7FF3FC84
fn_8007BD64	0x8007BDEC	0x7FF3FC30	fn_7FF3FC30
fn_8007BE20	0x8007BE30	0x80077774	fn_80077770
fn_8007BE44	0x8007BEB4	0x7FF3F218	fn_7FF3F218
fn_8007BE44	0x8007BEE8	0x8007754C	fn_80077480
fn_8007BE44	0x8007BEF4	0x7FF3F158	fn_7FF3F158
fn_8007BF24	0x8007BF34	0x7FF0B128	fn_7FF0B128
fn_8007BF24	0x8007BF3C	0x7FF3F080	fn_7FF3F080
fn_8007BF24	0x8007BF4C	0x7FF0D0B0	fn_7FF0D0B0
fn_8007BF60	0x8007BF70	0x7FF1F174	fn_7FF1F174
fn_8007BF60	0x8007BFBC	0x7FF1F420	fn_7FF1F420
AIScriptParseConditions	0x8007BFF8	0x8007D458	AIScriptLoadScp
AIScriptParseConditions	0x8007C004	0x7FEA63C8	fn_7FEA63C8
AIScriptParseConditions	0x8007C018	0x7FEAB64C	fn_7FEAB64C
AIScriptParseConditions	0x8007C030	0x7FEAB604	fn_7FEAB604
AIScriptParseConditions	0x8007C040	0x7FEA6314	fn_7FEA6314
AIScriptParseConditions	0x8007C068	0x7FEAB55C	fn_7FEAB55C
AIScriptParseConditions	0x8007C09C	0x7FEAB4C0	fn_7FEAB4C0
AIScriptParseConditions	0x8007C100	0x8007C220	AIScriptParseConditions
AIScriptParseConditions	0x8007C10C	0x7FEB2200	fn_7FEB2200
AIScriptParseConditions	0x8007C124	0x8007C1B4	AIScriptParseConditions
AIScriptParseConditions	0x8007C130	0x7FEB2194	fn_7FEB2194
AIScriptParseConditions	0x8007C164	0x803E3128	fn_803E3128
AIScriptParseConditions	0x8007C170	0x7FEA93F4	fn_7FEA93F4
AIScriptParseConditions	0x8007C17C	0x7FEA5F60	fn_7FEA5F60
AIScriptParseConditions	0x8007C18C	0x7FEAB1F0	fn_7FEAB1F0
AIScriptParseConditions	0x8007C1A8	0x7FEAB19C	fn_7FEAB19C
AIScriptParseConditions	0x8007C1B8	0x8007C848	fn_8007C534
AIScriptParseConditions	0x8007C1CC	0x7FEAB130	fn_7FEAB130
AIScriptParseConditions	0x8007C1DC	0x8007C7DC	fn_8007C534
AIScriptParseConditions	0x8007C1F0	0x7FEAB0C4	fn_7FEAB0C4
AIScriptParseConditions	0x8007C200	0x8007C770	fn_8007C534
AIScriptParseConditions	0x8007C214	0x7FEAB058	fn_7FEAB058
AIScriptParseConditions	0x8007C238	0x7FEAA94C	fn_7FEAA94C
AIScriptParseConditions	0x8007C27C	0x8007C39C	AIScriptParseConditions
AIScriptParseConditions	0x8007C288	0x7FEB1D8C	fn_7FEB1D8C
AIScriptParseConditions	0x8007C2A0	0x8007C330	AIScriptParseConditions
AIScriptParseConditions	0x8007C2AC	0x7FEB1D20	fn_7FEB1D20
AIScriptParseConditions	0x8007C2CC	0x7FEAA550	fn_7FEAA550
AIScriptParseConditions	0x8007C2D8	0x7FEA5B4C	fn_7FEA5B4C
AIScriptParseConditions	0x8007C2E4	0x7FEAADE8	fn_7FEAADE8
AIScriptParseConditions	0x8007C2F8	0x7FEAADAC	fn_7FEAADAC
AIScriptParseConditions	0x8007C308	0x8007C458	AIScriptParseConditions
AIScriptParseConditions	0x8007C314	0x7FEAAD58	fn_7FEAAD58
AIScriptParseConditions	0x8007C324	0x8007C404	AIScriptParseConditions
AIScriptParseConditions	0x8007C330	0x7FEAAD04	fn_7FEAAD04
AIScriptParseConditions	0x8007C340	0x8007C3B0	AIScriptParseConditions
AIScriptParseConditions	0x8007C34C	0x7FEAACB0	fn_7FEAACB0
AIScriptParseConditions	0x8007C364	0x7FEA59A8	fn_7FEA59A8
AIScriptParseConditions	0x8007C374	0x7FEAA848	fn_7FEAA848
AIScriptParseConditions	0x8007C380	0x7FEAB564	fn_7FEAB564
AIScriptParseConditions	0x8007C3A4	0x8007C4F4	AIScriptParseConditions
AIScriptParseConditions	0x8007C3B0	0x8007C3D0	AIScriptParseConditions
AIScriptParseConditions	0x8007C3DC	0x803E2C10	fn_803E2C10
AIScriptParseConditions	0x8007C408	0x7FEA938C	fn_7FEA938C
AIScriptParseConditions	0x8007C414	0x7FEA5798	fn_7FEA5798
AIScriptParseConditions	0x8007C420	0x7FEAAA34	fn_7FEAAA34
AIScriptParseConditions	0x8007C434	0x7FEA5738	fn_7FEA5738
AIScriptParseConditions	0x8007C44C	0x7FEAA310	fn_7FEAA310
AIScriptParseConditions	0x8007C490	0x8007C5B0	fn_8007C534
AIScriptParseConditions	0x8007C49C	0x7FEB1750	fn_7FEB1750
AIScriptParseConditions	0x8007C4B4	0x8007C544	fn_8007C534
AIScriptParseConditions	0x8007C4C0	0x7FEB16E4	fn_7FEB16E4
AIScriptParseConditions	0x8007C4E0	0x7FEA9F14	fn_7FEA9F14
AIScriptParseConditions	0x8007C4E8	0x8007C588	fn_8007C534
AIScriptParseConditions	0x8007C4F8	0x7FEAA7AC	fn_7FEAA7AC
AIScriptParseConditions	0x8007C514	0x7FEA3F28	fn_7FEA3F28
fn_8007C534	0x8007C554	0x8007D204	AIScriptXRefScript
fn_8007C534	0x8007C55C	0x8007C7DC	fn_8007C534
fn_8007C534	0x8007C568	0x7FEA539C	fn_7FEA539C
fn_8007C534	0x8007C57C	0x7FEAA620	fn_7FEAA620
fn_8007C534	0x8007C5AC	0x7FEAA590	fn_7FEAA590
fn_8007C534	0x8007C5E0	0x7FEAA4F4	fn_7FEAA4F4
fn_8007C534	0x8007C644	0x8007C764	fn_8007C534
fn_8007C534	0x8007C650	0x7FEB1234	fn_7FEB1234
fn_8007C534	0x8007C668	0x8007C6F8	fn_8007C534
fn_8007C534	0x8007C674	0x7FEB11C8	fn_7FEB11C8
fn_8007C534	0x8007C6A8	0x803E215C	fn_803E215C
fn_8007C534	0x8007C6BC	0x7FEA8410	fn_7FEA8410
fn_8007C534	0x8007C6C4	0x8007C724	fn_8007C534
fn_8007C534	0x8007C6D8	0x7FEA992C	fn_7FEA992C
fn_8007C534	0x8007C6E0	0x7FEA4F34	fn_7FEA4F34
fn_8007C534	0x8007C740	0x8007C860	fn_8007C534
fn_8007C534	0x8007C74C	0x7FEB0F40	fn_7FEB0F40
fn_8007C534	0x8007C764	0x8007C7F4	fn_8007C534
fn_8007C534	0x8007C770	0x7FEB0ED4	fn_7FEB0ED4
fn_8007C534	0x8007C7D0	0x7FEA9884	fn_7FEA9884
fn_8007C534	0x8007C814	0x8007C934	ScriptKeyword_STATE
fn_8007C534	0x8007C820	0x7FEB0CC4	fn_7FEB0CC4
fn_8007C534	0x8007C838	0x8007C8C8	ScriptKeyword_STATE
fn_8007C534	0x8007C844	0x7FEB0C58	fn_7FEB0C58
fn_8007C534	0x8007C864	0x7FEA9488	fn_7FEA9488
fn_8007C534	0x8007C884	0x7FEA34D8	fn_7FEA34D8
ScriptKeyword_STATE	0x8007C8C4	0x7FEA4988	fn_7FEA4988
ScriptKeyword_STATE	0x8007C910	0x8007CA70	ScriptKeyword_STATE
ScriptKeyword_STATE	0x8007C920	0x7FEB09C4	fn_7FEB09C4
ScriptKeyword_STATE	0x8007C93C	0x8007C9EC	ScriptKeyword_STATE
ScriptKeyword_STATE	0x8007C94C	0x7FEB0940	fn_7FEB0940
ScriptKeyword_STATE	0x8007C990	0x803E18A4	fn_803E18A4
ScriptKeyword_STATE	0x8007C9A8	0x7FEA92FC	fn_7FEA92FC
ScriptKeyword_STATE	0x8007C9EC	0x8007CB4C	ScriptKeyword_PARAM
ScriptKeyword_STATE	0x8007C9FC	0x7FEB0730	fn_7FEB0730
ScriptKeyword_STATE	0x8007CA18	0x8007CAC8	ScriptKeyword_STATE
ScriptKeyword_STATE	0x8007CA28	0x7FEB06AC	fn_7FEB06AC
ScriptKeyword_STATE	0x8007CA4C	0x7FEA8ED0	fn_7FEA8ED0
ScriptKeyword_STATE	0x8007CA64	0x7FEA9768	fn_7FEA9768
ScriptKeyword_STATE	0x8007CA7C	0x7FEA79B0	fn_7FEA79B0
ScriptKeyword_STATE	0x8007CA80	0x8007CAD0	ScriptKeyword_STATE
ScriptKeyword_STATE	0x8007CA90	0x7FEA7894	fn_7FEA7894
ScriptKeyword_STATE	0x8007CAA0	0x7FEA5774	fn_7FEA5774
ScriptKeyword_STATE	0x8007CAA4	0x8007CB24	ScriptKeyword_PARAM
ScriptKeyword_STATE	0x8007CAAC	0x7FEA43D0	fn_7FEA43D0
ScriptKeyword_STATE	0x8007CAC0	0x7FEA4794	fn_7FEA4794
ScriptKeyword_STATE	0x8007CAC8	0x7FEA2E0C	fn_7FEA2E0C
ScriptKeyword_STATE	0x8007CAD8	0x7FEA578C	fn_7FEA578C
ScriptKeyword_PARAM	0x8007CB1C	0x7FEA5720	fn_7FEA5720
ScriptKeyword_PARAM	0x8007CB30	0x7FEA4244	fn_7FEA4244
ScriptKeyword_PARAM	0x8007CB54	0x7FEA8DF8	fn_7FEA8DF8
ScriptKeyword_PARAM	0x8007CB98	0x8007CCF8	fn_8007CC34
ScriptKeyword_PARAM	0x8007CBA8	0x7FEB022C	fn_7FEB022C
ScriptKeyword_PARAM	0x8007CBC4	0x8007CC74	fn_8007CC34
ScriptKeyword_PARAM	0x8007CBD4	0x7FEB01A8	fn_7FEB01A8
ScriptKeyword_PARAM	0x8007CBF8	0x7FEA89CC	fn_7FEA89CC
